column_name,question_text,question_type,value,value_label,group
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_2,"Which of the following best describes the difficulty or ease of adopting Agile Production Configuration to your company? Agile Production Configuration brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB3,Please share some details about your company’s experience with this Agile Production Configuration.,text,,,
CP_FLAG_QB3,"Hidden: QB3 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB3,"Hidden: QB3 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB3_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB3_Score,Score from api,text,,,
QB3_F1,pipe:HID_API_QB3_F1,text,,,
CP_FLAG_QB3_F1,"Hidden: QB3_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB3_F1,"Hidden: QB3_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB3_F1_Score,Score from api,text,,,
B1_3,"Which of the following best describes your company’s efforts to pursue Data- Driven Transparency? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_3,"Which of the following best describes your company’s efforts to pursue Data- Driven Transparency? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_3,"Which of the following best describes your company’s efforts to pursue Data- Driven Transparency? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_3,"Which of the following best describes your company’s efforts to pursue Data- Driven Transparency? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_3,"Which of the following best describes your company’s efforts to pursue Data- Driven Transparency? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what Data- Driven Transparency means or the definition is ambiguous.,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_3,"Which of the following best describes the value of Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_3,"Which of the following best describes the difficulty or ease of adopting Data- Driven Transparency to your company? Data- Driven Transparency brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB4,Please share some details about your company’s experience with this Data- Driven Transparency.,text,,,
CP_FLAG_QB4,"Hidden: QB4 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB4,"Hidden: QB4 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB4_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB4_Score,Score from api,text,,,
QB4_F1,pipe:HID_API_QB4_F1,text,,,
CP_FLAG_QB4_F1,"Hidden: QB4_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB4_F1,"Hidden: QB4_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB4_F1_Score,Score from api,text,,,
B1_4,"Which of the following best describes your company’s efforts to pursue Seamless Automation? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_4,"Which of the following best describes your company’s efforts to pursue Seamless Automation? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_4,"Which of the following best describes your company’s efforts to pursue Seamless Automation? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_4,"Which of the following best describes your company’s efforts to pursue Seamless Automation? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_4,"Which of the following best describes your company’s efforts to pursue Seamless Automation? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what Seamless Automation means or the definition is ambiguous.,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_4,"Which of the following best describes the value of Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_4,"Which of the following best describes the difficulty or ease of adopting Seamless Automation to your company? Seamless Automation brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB5,Please share some details about your company’s experience with this Seamless Automation.,text,,,
CP_FLAG_QB5,"Hidden: QB5 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB5,"Hidden: QB5 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB5_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB5_Score,Score from api,text,,,
QB5_F1,pipe:HID_API_QB5_F1,text,,,
CP_FLAG_QB5_F1,"Hidden: QB5_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB5_F1,"Hidden: QB5_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB5_F1_Score,Score from api,text,,,
B1_5,"Which of the following best describes your company’s efforts to pursue Adaptable Production? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_5,"Which of the following best describes your company’s efforts to pursue Adaptable Production? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_5,"Which of the following best describes your company’s efforts to pursue Adaptable Production? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_5,"Which of the following best describes your company’s efforts to pursue Adaptable Production? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_5,"Which of the following best describes your company’s efforts to pursue Adaptable Production? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what Adaptable Production means or the definition is ambiguous.,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_5,"Which of the following best describes the value of Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
